Pirate URL,Pirate Name,Crew Rank,Crew Name,Flag Role,Flag Name,Sailing,Rigging,Carpentry,Patching,Bilging,Gunning,Treasure Haul,Navigating,Battle Navigation,Swordfighting,Rumble,Drinking,Spades,Hearts,Treasure Drop,Poker,Distilling,Alchemistry,Shipwrightery,Blacksmithing,Foraging,Weaving,Last Updated (UTC)
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Verdelho,Verdelho,Officer,League of Shadows,Member,High Spirits,Narrow / Distinguished (archipelago: Proficient ),Apprentice / Proficient (archipelago: Able),Weighty / Master (archipelago: Respected ),Solid / Respected (archipelago: Proficient ),Paragon / Master,Broad / Proficient,Weighty / Respected,Solid / Respected (archipelago: Master ),Solid / Legendary (archipelago: Grand-Master ),Narrow / Proficient (archipelago: Able),Neophyte / Able,Narrow / Respected,Novice / Able,Novice / Able,Narrow / Proficient (archipelago: Able),Expert / Master,Solid / Proficient (archipelago: Distinguished ),Solid / Master,Weighty / Distinguished,Solid / Proficient (archipelago: Distinguished ),Broad / Legendary (archipelago: Renowned ),Narrow / Proficient,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Wraps,Wraps,Sharp,League of Shadows,Lord,High Spirits,Solid / Legendary (archipelago: Ultimate ),Expert / Ultimate,Expert / Grand-Master (archipelago: Ultimate ),Expert / Ultimate,Illustrious / Distinguished (archipelago: Able),Paragon / Master (archipelago: Able),Expert / Ultimate,Illustrious / Legendary (archipelago: Able),Weighty / Legendary (archipelago: Ultimate ),Expert / Legendary (archipelago: Ultimate ),Weighty / Grand-Master (archipelago: Able),Solid / Ultimate (archipelago: Able),Illustrious / Grand-Master (archipelago: Able),Expert / Ultimate (archipelago: Able),Weighty / Legendary (archipelago: Able),Weighty / Ultimate,Solid / Proficient (archipelago: Able),Expert / Legendary (archipelago: Ultimate ),Paragon / Legendary (archipelago: Able),Solid / Ultimate,Weighty / Legendary (archipelago: Respected ),Weighty / Legendary (archipelago: Ultimate ),2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Barebear,Barebear,Officer,League of Shadows,Member,High Spirits,Apprentice / Proficient,Novice / Able,Solid / Respected,Novice / Able,Broad / Proficient,Neophyte / Master,Solid / Able,Novice / Able,Neophyte / Able,Neophyte / Grand-Master (archipelago: Respected ),Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Apprentice / Able,Novice / Able,Novice / Legendary (archipelago: Respected ),Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Bonecrush,Bonecrush,Officer,League of Shadows,Member,High Spirits,Narrow / Able,Solid / Proficient,Narrow / Able,Broad / Master (archipelago: Distinguished ),Solid / Proficient,Broad / Able (archipelago: Proficient ),Neophyte / Able,Narrow / Able,Solid / Proficient,Weighty / Master (archipelago: Respected ),Neophyte / Proficient,Novice / Able,Apprentice / Distinguished (archipelago: Proficient ),Narrow / Master (archipelago: Proficient ),Novice / Respected (archipelago: Distinguished ),Illustrious / Distinguished,Solid / Renowned (archipelago: Master ),Novice / Able,Narrow / Proficient,Narrow / Proficient,Apprentice / Able,Apprentice / Distinguished (archipelago: Respected ),2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Crandy,Crandy,Navigator,League of Shadows,Member,High Spirits,Solid / Distinguished,Broad / Proficient (archipelago: Able),Paragon / Proficient,Broad / Distinguished (archipelago: Able),Weighty / Proficient,Solid / Proficient,Paragon / Proficient,Illustrious / Distinguished,Broad / Able,Broad / Able,Broad / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Weighty / Distinguished (archipelago: Proficient ),Neophyte / Able,Apprentice / Proficient,Neophyte / Able,Broad / Master (archipelago: Respected ),Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Frigathunter,Frigathunter,Troublemaker,League of Shadows,Member,High Spirits,Solid / Proficient,Neophyte / Able,Novice / Able,Solid / Master (archipelago: Distinguished ),Narrow / Able,Apprentice / Able,Weighty / Able,Novice / Able,Apprentice / Able,Narrow / Proficient,Novice / Proficient,Neophyte / Respected (archipelago: Master ),Novice / Able,Novice / Able,Apprentice / Proficient,Solid / Distinguished (archipelago: Proficient ),Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Proficient,Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Furny,Furny,Sharp,League of Shadows,Member,High Spirits,Sublime / Proficient,Narrow / Able,Expert / Proficient (archipelago: Able),Broad / Proficient (archipelago: Able),Sublime / Respected,Solid / Able,Weighty / Grand-Master,Narrow / Able,Solid / Respected,Weighty / Able,Broad / Proficient,Neophyte / Distinguished,Exalted / Grand-Master (archipelago: Respected ),Exalted / Ultimate (archipelago: Master ),Novice / Proficient,Solid / Grand-Master,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Broad / Able,Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Jakeiscold,Jakeiscold,Fisherman,League of Shadows,Member,High Spirits,Apprentice / Able,Weighty / Proficient,Novice / Able,Solid / Respected (archipelago: Proficient ),Solid / Able,Broad / Proficient,Weighty / Able,Broad / Able,Solid / Respected (archipelago: Distinguished ),Neophyte / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Apprentice / Distinguished,Solid / Proficient (archipelago: Able),Novice / Able,Neophyte / Able,Neophyte / Able,Novice / Able,Narrow / Proficient,Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Kou,Kou,Officer,League of Shadows,Member,High Spirits,Narrow / Proficient,Solid / Proficient,Expert / Distinguished,Neophyte / Proficient (archipelago: Able),Broad / Proficient,Solid / Proficient,Weighty / Proficient,Broad / Proficient,Weighty / Respected,Solid / Master (archipelago: Respected ),Apprentice / Respected (archipelago: Master ),Neophyte / Distinguished (archipelago: Respected ),Neophyte / Distinguished (archipelago: Able),Apprentice / Distinguished (archipelago: Able),Neophyte / Proficient,Weighty / Able,Novice / Able,Neophyte / Able,Solid / Able,Novice / Able,Broad / Respected (archipelago: Distinguished ),Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Mrbritishguy,Mrbritishguy,Officer,League of Shadows,Member,High Spirits,Illustrious / Master,Neophyte / Proficient,Solid / Proficient,Solid / Respected (archipelago: Proficient ),Broad / Proficient,Solid / Proficient,Solid / Able,Narrow / Able (archipelago: Proficient ),Narrow / Distinguished (archipelago: Proficient ),Apprentice / Able,Novice / Able,Novice / Able,Novice / Able,Neophyte / Distinguished (archipelago: Able),Novice / Able,Solid / Distinguished,Novice / Able,Apprentice / Able,Weighty / Proficient,Neophyte / Able,Solid / Proficient,Neophyte / Proficient,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Noojee,Noojee,Officer,League of Shadows,Member,High Spirits,Narrow / Proficient,Neophyte / Proficient (archipelago: Able),Solid / Respected,Broad / Master (archipelago: Distinguished ),Solid / Master (archipelago: Respected ),Neophyte / Proficient,Narrow / Distinguished,Narrow / Proficient,Broad / Respected,Novice / Proficient,Novice / Renowned (archipelago: Grand-Master ),Novice / Able,Novice / Able,Novice / Able,Novice / Able,Weighty / Master,Weighty / Renowned (archipelago: Master ),Novice / Able,Neophyte / Proficient,Apprentice / Proficient,Neophyte / Master (archipelago: Respected ),Apprentice / Proficient,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Piehax,Piehax,Officer,League of Shadows,Member,High Spirits,Weighty / Respected,Broad / Proficient,Weighty / Proficient,Broad / Distinguished (archipelago: Proficient ),Paragon / Master,Solid / Master,Illustrious / Legendary,Solid / Proficient,Solid / Grand-Master (archipelago: Master ),Solid / Grand-Master (archipelago: Respected ),Expert / Ultimate,Solid / Grand-Master,Solid / Respected (archipelago: Able),Expert / Ultimate (archipelago: Proficient ),Solid / Master,Solid / Proficient (archipelago: Distinguished ),Broad / Proficient,Solid / Distinguished,Solid / Proficient,Solid / Respected (archipelago: Master ),Weighty / Legendary (archipelago: Grand-Master ),Broad / Distinguished,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Regular,Regular,Poet,League of Shadows,Member,High Spirits,Revered / Ultimate (archipelago: Legendary ),Solid / Proficient,Illustrious / Master,Broad / Respected (archipelago: Distinguished ),Weighty / Distinguished,Narrow / Proficient (archipelago: Able),Expert / Distinguished,Novice / Able,Novice / Able,Sublime / Grand-Master (archipelago: Master ),Apprentice / Able,Narrow / Able (archipelago: Proficient ),Broad / Respected (archipelago: Able),Revered / Ultimate (archipelago: Respected ),Narrow / Proficient,Solid / Respected,Novice / Able,Novice / Able,Novice / Able,Broad / Proficient,Weighty / Distinguished,Neophyte / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Sedirts,Sedirts,Officer,League of Shadows,Member,High Spirits,Solid / Master,Weighty / Proficient,Illustrious / Master,Solid / Master (archipelago: Distinguished ),Expert / Master,Broad / Distinguished,Weighty / Distinguished,Expert / Respected,Solid / Renowned (archipelago: Master ),Broad / Master (archipelago: Distinguished ),Apprentice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Narrow / Distinguished,Novice / Able,Weighty / Renowned,Weighty / Master (archipelago: Renowned ),Solid / Respected (archipelago: Master ),Solid / Proficient,Broad / Distinguished,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Sips,Sips,Officer,League of Shadows,Member,High Spirits,Weighty / Proficient,Solid / Legendary (archipelago: Master ),Solid / Distinguished,Broad / Distinguished (archipelago: Able),Weighty / Proficient (archipelago: Able),Weighty / Proficient,Expert / Proficient,Broad / Proficient,Solid / Master (archipelago: Respected ),Solid / Able,Narrow / Proficient,Neophyte / Able,Expert / Grand-Master (archipelago: Renowned ),Paragon / Ultimate (archipelago: Renowned ),Narrow / Proficient,Weighty / Distinguished,Neophyte / Proficient (archipelago: Able),Broad / Proficient,Broad / Proficient,Solid / Master (archipelago: Distinguished ),Solid / Proficient (archipelago: Distinguished ),Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Valient,Valient,Officer,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Apprentice / Grand-Master (archipelago: Renowned ),Solid / Proficient (archipelago: Distinguished ),Broad / Distinguished (archipelago: Proficient ),Broad / Proficient (archipelago: Distinguished ),Novice / Able,Novice / Able,Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Vampaluna,Vampaluna,Officer,League of Shadows,Member,High Spirits,Novice / Able,Apprentice / Proficient (archipelago: Able),Narrow / Proficient,Novice / Able,Solid / Respected (archipelago: Distinguished ),Neophyte / Able,Solid / Distinguished,Narrow / Able,Neophyte / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Narrow / Proficient,Neophyte / Able,Solid / Distinguished (archipelago: Respected ),Narrow / Proficient,Solid / Respected,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Waznarre,Waznarre,Specialist,League of Shadows,Member,High Spirits,Neophyte / Proficient,Neophyte / Able,Solid / Master (archipelago: Renowned ),Solid / Renowned (archipelago: Respected ),Expert / Master (archipelago: Respected ),Novice / Distinguished (archipelago: Respected ),Solid / Master,Solid / Distinguished,Solid / Respected,Novice / Proficient,Novice / Able,Novice / Distinguished,Novice / Able,Novice / Able,Neophyte / Respected (archipelago: Distinguished ),Solid / Distinguished,Solid / Renowned (archipelago: Distinguished ),Broad / Distinguished,Narrow / Proficient (archipelago: Distinguished ),Broad / Renowned (archipelago: Master ),Neophyte / Master (archipelago: Distinguished ),Narrow / Respected,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Afazi,Afazi,Officer,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Apprentice / Proficient (archipelago: Able),Novice / Able,Novice / Distinguished,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Broad / Distinguished,Novice / Able,Novice / Able,Apprentice / Proficient,Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Altitudinous,Altitudinous,Officer,League of Shadows,Member,High Spirits,Solid / Ultimate (archipelago: Legendary ),Narrow / Proficient,Solid / Respected (archipelago: Master ),Neophyte / Distinguished (archipelago: Proficient ),Broad / Distinguished,Narrow / Grand-Master,Neophyte / Distinguished,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Legendary (archipelago: Master ),Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Andrewzle,Andrewzle,Officer,League of Shadows,Member,High Spirits,Solid / Proficient,Solid / Proficient,Expert / Proficient,Expert / Master (archipelago: Distinguished ),Solid / Proficient,Solid / Able,Solid / Able,Solid / Able,Solid / Proficient (archipelago: Able),Narrow / Able,Narrow / Able,Narrow / Proficient (archipelago: Able),Novice / Distinguished (archipelago: Able),Apprentice / Distinguished (archipelago: Able),Broad / Proficient,Neophyte / Proficient,Solid / Proficient,Weighty / Respected,Solid / Proficient,Solid / Proficient,Weighty / Proficient,Narrow / Proficient (archipelago: Distinguished ),2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Arasuji,Arasuji,Officer,League of Shadows,Member,High Spirits,Narrow / Proficient,Narrow / Proficient,Narrow / Proficient,Narrow / Distinguished,Broad / Respected,Apprentice / Proficient (archipelago: Able),Solid / Proficient,Apprentice / Able,Neophyte / Able,Novice / Proficient,Novice / Able,Novice / Proficient,Novice / Able,Novice / Proficient (archipelago: Able),Apprentice / Proficient (archipelago: Able),Novice / Grand-Master,Neophyte / Able,Neophyte / Able,Neophyte / Able,Broad / Proficient,Apprentice / Proficient,Apprentice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Arcadious,Arcadious,Officer,League of Shadows,Member,High Spirits,Novice / Able,Apprentice / Able,Solid / Proficient,Novice / Able,Neophyte / Able,Novice / Able,Broad / Proficient,Novice / Able,Neophyte / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Proficient,Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Arztin,Arztin,Officer,League of Shadows,Member,High Spirits,Solid / Proficient,Solid / Able,Narrow / Able,Narrow / Respected (archipelago: Proficient ),Solid / Proficient,Narrow / Able,Weighty / Proficient,Novice / Able,Apprentice / Able,Novice / Able,Novice / Distinguished,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Neophyte / Able,Neophyte / Proficient (archipelago: Able),Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Aspiri,Aspiri,Officer,League of Shadows,Member,High Spirits,Broad / Distinguished (archipelago: Respected ),Narrow / Able,Solid / Proficient,Solid / Grand-Master (archipelago: Renowned ),Solid / Proficient (archipelago: Distinguished ),Broad / Respected,Solid / Respected,Apprentice / Able,Broad / Respected (archipelago: Distinguished ),Solid / Grand-Master (archipelago: Renowned ),Apprentice / Renowned (archipelago: Grand-Master ),Novice / Proficient (archipelago: Able),Novice / Proficient (archipelago: Able),Narrow / Master (archipelago: Proficient ),Apprentice / Proficient,Weighty / Proficient,Novice / Able,Neophyte / Able (archipelago: Proficient ),Narrow / Proficient,Neophyte / Able,Solid / Respected,Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Backpackz,Backpackz,Officer,League of Shadows,Member,High Spirits,Narrow / Able,Expert / Legendary (archipelago: Master ),Solid / Respected,Solid / Renowned (archipelago: Master ),Solid / Grand-Master,Broad / Proficient (archipelago: Able),Solid / Renowned,Novice / Able,Novice / Able,Novice / Proficient,Neophyte / Distinguished,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Narrow / Proficient,Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Ballnn,Ballnn,Officer,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Solid / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Solid / Distinguished,Novice / Able,Apprentice / Able,Solid / Able,Novice / Able,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Bananaflower,Bananaflower,Officer,League of Shadows,Member,High Spirits,Weighty / Distinguished,Broad / Proficient,Broad / Proficient (archipelago: Able),Solid / Master (archipelago: Distinguished ),Expert / Respected,Solid / Able,Solid / Proficient,Solid / Proficient,Broad / Distinguished (archipelago: Proficient ),Broad / Able,Narrow / Able,Neophyte / Proficient (archipelago: Able),Apprentice / Distinguished (archipelago: Able),Novice / Able,Apprentice / Proficient (archipelago: Able),Solid / Respected,Apprentice / Able,Novice / Able,Broad / Proficient,Narrow / Proficient,Narrow / Proficient,Broad / Distinguished,2026-04-27T18:22:37+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Basset,Basset,Officer,League of Shadows,Member,High Spirits,Narrow / Proficient,Novice / Able,Neophyte / Able,Novice / Able,Apprentice / Distinguished,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Broad / Proficient (archipelago: Distinguished ),Apprentice / Proficient,Solid / Distinguished,Neophyte / Able,Novice / Able,Novice / Able,2026-04-27T18:22:37+00:00
